Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,5419,8404,
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,13861,21534,
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,25690,39434,
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,31358,47146,
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,33573,50170,
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,4,8,
1/10/2021,1/4/2020,1/9/2021,US,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,112997,171643,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,0-24,610,610,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,25-34,2175,2175,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,35-44,5662,5662,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,45-54,15339,15339,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,55-64,38139,38139,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,65-74,68686,68686,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,75-84,88685,88685,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,85+,103139,103139,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,Not stated,6,6,
1/10/2021,1/4/2020,1/9/2021,US,COVID-19,COVID-19,U071,All Ages,322441,322441,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,20,21,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,34,34,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,90,91,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,216,224,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,442,444,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,519,524,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,412,416,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1734,1755,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,13,13,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,46,46,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,109,109,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,122,129,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,74,76,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,370,379,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10,10,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,36,36,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,68,68,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,121,121,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,92,92,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,23,23,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,359,359,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,25-34,14,14,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,35-44,41,43,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,45-54,143,148,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,55-64,300,304,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,65-74,579,589,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,75-84,653,661,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,85+,436,445,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory failure,J96,All Ages,2171,2209,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,12,12,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,27,27,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,74,74,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,117,117,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,105,105,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,92,92,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,431,431,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,14,14,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,29,29,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,54,57,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,43,45,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,43,43,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,190,197,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,29,29,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,79,79,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,139,141,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,145,147,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,162,166,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,561,569,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,11,12,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,46,54,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,130,142,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,142,149,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,144,152,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,477,513,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,35-44,24,24,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,45-54,48,48,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,55-64,146,146,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,65-74,209,209,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,75-84,195,195,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,85+,140,140,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,770,770,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,40,41,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,76,81,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,117,121,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,108,111,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,355,368,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,45-54,10,10,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,55-64,30,30,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,65-74,71,71,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,75-84,107,107,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,85+,122,122,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Heart failure,I50,All Ages,346,346,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,11,12,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,24,25,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,64,65,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,62,62,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,71,71,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,235,238,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,13,13,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,20,21,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,49,52,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,60,70,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,90,98,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,69,75,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,309,337,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,35-44,20,20,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,45-54,57,57,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,55-64,111,111,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,65-74,199,199,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,75-84,172,172,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,85+,70,70,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,Not stated,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Sepsis,Sepsis,A40-A41,All Ages,638,638,
1/10/2021,1/4/2020,1/9/2021,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0,0,
1/10/2021,1/4/2020,1/9/2021,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/10/2021,1/4/2020,1/9/2021,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,17,18,
